[STAR]
cpr6dgp.dat               N000.00.00.000 W000.00.00.000 N000.00.00.000 W000.00.00.000
                          N042.57.59.813 W106.23.40.850 N042.57.57.839 W106.23.45.337 RVM
                          N042.58.01.787 W106.23.36.364 N042.57.59.813 W106.23.40.850 RVM
                          N042.58.00.801 W106.23.41.746 N042.57.58.828 W106.23.46.233 RVM
                          N042.58.02.775 W106.23.36.811 N042.58.00.801 W106.23.41.746 RVM
                          N042.58.01.790 W106.23.42.642 N042.57.59.816 W106.23.47.577 RVM
                          N042.58.04.093 W106.23.37.258 N042.58.01.790 W106.23.42.642 RVM
                          N042.58.02.778 W106.23.43.538 N042.58.00.805 W106.23.48.025 RVM
                          N042.58.04.752 W106.23.38.155 N042.58.02.778 W106.23.43.538 RVM
                          N042.58.03.767 W106.23.44.434 N042.58.02.122 W106.23.48.024 RVM
                          N042.58.05.741 W106.23.39.948 N042.58.03.767 W106.23.44.434 RVM
                          N042.58.04.755 W106.23.44.882 N042.58.03.769 W106.23.47.574 RVM
                          N042.58.06.071 W106.23.42.190 N042.58.04.755 W106.23.44.882 RVM
                          N042.57.12.735 W106.24.23.006 N042.57.11.086 W106.24.23.453 RVM
                          N042.57.11.086 W106.24.23.453 N042.57.09.689 W106.24.24.726 RVM
                          N042.57.09.689 W106.24.24.726 N042.57.08.755 W106.24.26.630 RVM
                          N042.57.08.755 W106.24.26.630 N042.57.08.428 W106.24.28.875 RVM
                          N042.57.08.428 W106.24.28.875 N042.57.08.757 W106.24.31.120 RVM
                          N042.57.08.757 W106.24.31.120 N042.57.09.692 W106.24.33.023 RVM
                          N042.57.09.692 W106.24.33.023 N042.57.11.091 W106.24.34.293 RVM
                          N042.57.11.091 W106.24.34.293 N042.57.12.740 W106.24.34.739 RVM
                          N042.57.12.740 W106.24.34.739 N042.57.14.389 W106.24.34.291 RVM
                          N042.57.14.389 W106.24.34.291 N042.57.15.786 W106.24.33.018 RVM
                          N042.57.15.786 W106.24.33.018 N042.57.16.720 W106.24.31.114 RVM
                          N042.57.16.720 W106.24.31.114 N042.57.17.047 W106.24.28.869 RVM
                          N042.57.17.047 W106.24.28.869 N042.57.16.718 W106.24.26.624 RVM
                          N042.57.16.718 W106.24.26.624 N042.57.15.783 W106.24.24.721 RVM
                          N042.57.15.783 W106.24.24.721 N042.57.14.384 W106.24.23.451 RVM
                          N042.57.14.384 W106.24.23.451 N042.57.12.735 W106.24.23.006 RVM
                          N042.57.09.772 W106.24.26.632 N042.57.08.786 W106.24.29.772 RVM
                          N042.57.11.088 W106.24.23.493 N042.57.09.772 W106.24.26.632 RVM
                          N042.57.10.761 W106.24.27.528 N042.57.09.116 W106.24.31.565 RVM
                          N042.57.12.735 W106.24.23.043 N042.57.10.761 W106.24.27.528 RVM
                          N042.57.11.749 W106.24.28.424 N042.57.09.775 W106.24.32.910 RVM
                          N042.57.14.052 W106.24.23.042 N042.57.11.749 W106.24.28.424 RVM
                          N042.57.12.738 W106.24.29.320 N042.57.10.763 W106.24.33.806 RVM
                          N042.57.15.041 W106.24.23.938 N042.57.12.738 W106.24.29.320 RVM
                          N042.57.13.726 W106.24.29.768 N042.57.11.752 W106.24.34.702 RVM
                          N042.57.16.029 W106.24.24.834 N042.57.13.726 W106.24.29.768 RVM
                          N042.57.14.714 W106.24.30.664 N042.57.13.069 W106.24.34.701 RVM
                          N042.57.16.689 W106.24.26.627 N042.57.14.714 W106.24.30.664 RVM
                          N042.57.15.703 W106.24.31.560 N042.57.14.716 W106.24.33.803 RVM
                          N042.57.17.019 W106.24.28.420 N042.57.15.703 W106.24.31.560 RVM
                          N042.59.40.203 W106.22.02.456 N042.59.38.554 W106.22.02.905 RVM
                          N042.59.38.554 W106.22.02.905 N042.59.37.157 W106.22.04.180 RVM
                          N042.59.37.157 W106.22.04.180 N042.59.36.224 W106.22.06.086 RVM
                          N042.59.36.224 W106.22.06.086 N042.59.35.898 W106.22.08.333 RVM
                          N042.59.35.898 W106.22.08.333 N042.59.36.227 W106.22.10.579 RVM
                          N042.59.36.227 W106.22.10.579 N042.59.37.163 W106.22.12.482 RVM
                          N042.59.37.163 W106.22.12.482 N042.59.38.562 W106.22.13.752 RVM
                          N042.59.38.562 W106.22.13.752 N042.59.40.211 W106.22.14.197 RVM
                          N042.59.40.211 W106.22.14.197 N042.59.41.860 W106.22.13.748 RVM
                          N042.59.41.860 W106.22.13.748 N042.59.43.257 W106.22.12.473 RVM
                          N042.59.43.257 W106.22.12.473 N042.59.44.190 W106.22.10.568 RVM
                          N042.59.44.190 W106.22.10.568 N042.59.44.516 W106.22.08.321 RVM
                          N042.59.44.516 W106.22.08.321 N042.59.44.186 W106.22.06.075 RVM
                          N042.59.44.186 W106.22.06.075 N042.59.43.251 W106.22.04.171 RVM
                          N042.59.43.251 W106.22.04.171 N042.59.41.852 W106.22.02.901 RVM
                          N042.59.41.852 W106.22.02.901 N042.59.40.203 W106.22.02.456 RVM
                          N042.59.37.241 W106.22.06.536 N042.59.35.926 W106.22.09.230 RVM
                          N042.59.38.556 W106.22.02.945 N042.59.37.241 W106.22.06.536 RVM
                          N042.59.37.901 W106.22.07.432 N042.59.36.257 W106.22.11.473 RVM
                          N042.59.40.203 W106.22.02.494 N042.59.37.901 W106.22.07.432 RVM
                          N042.59.39.219 W106.22.07.879 N042.59.36.917 W106.22.12.818 RVM
                          N042.59.41.191 W106.22.02.941 N042.59.39.219 W106.22.07.879 RVM
                          N042.59.40.208 W106.22.09.224 N042.59.38.235 W106.22.13.713 RVM
                          N042.59.42.179 W106.22.03.388 N042.59.40.208 W106.22.09.224 RVM
                          N042.59.41.196 W106.22.09.671 N042.59.39.224 W106.22.14.609 RVM
                          N042.59.43.497 W106.22.04.284 N042.59.41.196 W106.22.09.671 RVM
                          N042.59.42.185 W106.22.10.567 N042.59.40.212 W106.22.14.608 RVM
                          N042.59.44.158 W106.22.06.078 N042.59.42.185 W106.22.10.567 RVM
                          N042.59.43.173 W106.22.11.015 N042.59.42.187 W106.22.13.708 RVM
                          N042.59.44.489 W106.22.08.321 N042.59.43.173 W106.22.11.015 RVM
                          N043.00.29.238 W106.21.15.715 N043.00.27.589 W106.21.16.164 RVM
                          N043.00.27.589 W106.21.16.164 N043.00.26.192 W106.21.17.439 RVM
                          N043.00.26.192 W106.21.17.439 N043.00.25.260 W106.21.19.346 RVM
                          N043.00.25.260 W106.21.19.346 N043.00.24.934 W106.21.21.593 RVM
                          N043.00.24.934 W106.21.21.593 N043.00.25.264 W106.21.23.840 RVM
                          N043.00.25.264 W106.21.23.840 N043.00.26.199 W106.21.25.743 RVM
                          N043.00.26.199 W106.21.25.743 N043.00.27.598 W106.21.27.014 RVM
                          N043.00.27.598 W106.21.27.014 N043.00.29.248 W106.21.27.458 RVM
                          N043.00.29.248 W106.21.27.458 N043.00.30.897 W106.21.27.009 RVM
                          N043.00.30.897 W106.21.27.009 N043.00.32.294 W106.21.25.734 RVM
                          N043.00.32.294 W106.21.25.734 N043.00.33.226 W106.21.23.827 RVM
                          N043.00.33.226 W106.21.23.827 N043.00.33.552 W106.21.21.580 RVM
                          N043.00.33.552 W106.21.21.580 N043.00.33.222 W106.21.19.333 RVM
                          N043.00.33.222 W106.21.19.333 N043.00.32.286 W106.21.17.430 RVM
                          N043.00.32.286 W106.21.17.430 N043.00.30.887 W106.21.16.159 RVM
                          N043.00.30.887 W106.21.16.159 N043.00.29.238 W106.21.15.715 RVM
                          N043.00.25.947 W106.21.19.348 N043.00.24.962 W106.21.22.491 RVM
                          N043.00.27.592 W106.21.16.204 N043.00.25.947 W106.21.19.348 RVM
                          N043.00.26.936 W106.21.20.244 N043.00.25.293 W106.21.24.285 RVM
                          N043.00.28.909 W106.21.16.202 N043.00.26.936 W106.21.20.244 RVM
                          N043.00.27.925 W106.21.21.140 N043.00.25.953 W106.21.25.631 RVM
                          N043.00.30.226 W106.21.16.200 N043.00.27.925 W106.21.21.140 RVM
                          N043.00.28.914 W106.21.22.036 N043.00.26.942 W106.21.26.527 RVM
                          N043.00.31.544 W106.21.16.646 N043.00.28.914 W106.21.22.036 RVM
                          N043.00.29.903 W106.21.22.932 N043.00.27.930 W106.21.27.423 RVM
                          N043.00.32.204 W106.21.17.543 N043.00.29.903 W106.21.22.932 RVM
                          N043.00.31.221 W106.21.23.378 N043.00.29.248 W106.21.27.420 RVM
                          N043.00.32.864 W106.21.19.337 N043.00.31.221 W106.21.23.378 RVM
                          N043.00.32.209 W106.21.24.274 N043.00.30.894 W106.21.26.969 RVM
                          N043.00.33.524 W106.21.21.131 N043.00.32.209 W106.21.24.274 RVM
                          N043.01.18.268 W106.20.28.953 N043.01.16.619 W106.20.29.403 RVM
                          N043.01.16.619 W106.20.29.403 N043.01.15.222 W106.20.30.678 RVM
                          N043.01.15.222 W106.20.30.678 N043.01.14.290 W106.20.32.585 RVM
                          N043.01.14.290 W106.20.32.585 N043.01.13.964 W106.20.34.833 RVM
                          N043.01.13.964 W106.20.34.833 N043.01.14.294 W106.20.37.080 RVM
                          N043.01.14.294 W106.20.37.080 N043.01.15.230 W106.20.38.984 RVM
                          N043.01.15.230 W106.20.38.984 N043.01.16.630 W106.20.40.254 RVM
                          N043.01.16.630 W106.20.40.254 N043.01.18.279 W106.20.40.699 RVM
                          N043.01.18.279 W106.20.40.699 N043.01.19.928 W106.20.40.249 RVM
                          N043.01.19.928 W106.20.40.249 N043.01.21.325 W106.20.38.973 RVM
                          N043.01.21.325 W106.20.38.973 N043.01.22.257 W106.20.37.066 RVM
                          N043.01.22.257 W106.20.37.066 N043.01.22.583 W106.20.34.818 RVM
                          N043.01.22.583 W106.20.34.818 N043.01.22.252 W106.20.32.571 RVM
                          N043.01.22.252 W106.20.32.571 N043.01.21.316 W106.20.30.667 RVM
                          N043.01.21.316 W106.20.30.667 N043.01.19.917 W106.20.29.397 RVM
                          N043.01.19.917 W106.20.29.397 N043.01.18.268 W106.20.28.953 RVM
                          N043.01.15.307 W106.20.32.587 N043.01.13.992 W106.20.35.282 RVM
                          N043.01.16.621 W106.20.28.993 N043.01.15.307 W106.20.32.587 RVM
                          N043.01.16.296 W106.20.33.483 N043.01.14.653 W106.20.37.525 RVM
                          N043.01.18.268 W106.20.28.990 N043.01.16.296 W106.20.33.483 RVM
                          N043.01.17.285 W106.20.34.378 N043.01.14.984 W106.20.38.871 RVM
                          N043.01.19.586 W106.20.29.437 N043.01.17.285 W106.20.34.378 RVM
                          N043.01.18.274 W106.20.35.274 N043.01.15.973 W106.20.40.216 RVM
                          N043.01.20.574 W106.20.29.884 N043.01.18.274 W106.20.35.274 RVM
                          N043.01.19.263 W106.20.36.170 N043.01.17.291 W106.20.40.663 RVM
                          N043.01.21.563 W106.20.30.780 N043.01.19.263 W106.20.36.170 RVM
                          N043.01.20.251 W106.20.36.617 N043.01.18.608 W106.20.40.660 RVM
                          N043.01.22.223 W106.20.32.125 N043.01.20.251 W106.20.36.617 RVM
                          N043.01.21.240 W106.20.37.513 N043.01.20.255 W106.20.40.208 RVM
                          N043.01.22.555 W106.20.34.818 N043.01.21.240 W106.20.37.513 RVM
                          N043.02.07.621 W106.19.42.169 N043.02.05.973 W106.19.42.620 RVM
                          N043.02.05.973 W106.19.42.620 N043.02.04.576 W106.19.43.896 RVM
                          N043.02.04.576 W106.19.43.896 N043.02.03.644 W106.19.45.803 RVM
                          N043.02.03.644 W106.19.45.803 N043.02.03.319 W106.19.48.052 RVM
                          N043.02.03.319 W106.19.48.052 N043.02.03.649 W106.19.50.299 RVM
                          N043.02.03.649 W106.19.50.299 N043.02.04.585 W106.19.52.203 RVM
                          N043.02.04.585 W106.19.52.203 N043.02.05.985 W106.19.53.474 RVM
                          N043.02.05.985 W106.19.53.474 N043.02.07.634 W106.19.53.918 RVM
                          N043.02.07.634 W106.19.53.918 N043.02.09.283 W106.19.53.467 RVM
                          N043.02.09.283 W106.19.53.467 N043.02.10.679 W106.19.52.191 RVM
                          N043.02.10.679 W106.19.52.191 N043.02.11.611 W106.19.50.283 RVM
                          N043.02.11.611 W106.19.50.283 N043.02.11.937 W106.19.48.035 RVM
                          N043.02.11.937 W106.19.48.035 N043.02.11.607 W106.19.45.787 RVM
                          N043.02.11.607 W106.19.45.787 N043.02.10.670 W106.19.43.883 RVM
                          N043.02.10.670 W106.19.43.883 N043.02.09.271 W106.19.42.613 RVM
                          N043.02.09.271 W106.19.42.613 N043.02.07.621 W106.19.42.169 RVM
                          N043.02.04.661 W106.19.45.804 N043.02.03.677 W106.19.48.949 RVM
                          N043.02.05.975 W106.19.42.659 N043.02.04.661 W106.19.45.804 RVM
                          N043.02.05.650 W106.19.46.700 N043.02.04.008 W106.19.50.744 RVM
                          N043.02.07.622 W106.19.42.656 N043.02.05.650 W106.19.46.700 RVM
                          N043.02.06.640 W106.19.48.045 N043.02.04.668 W106.19.52.090 RVM
                          N043.02.08.939 W106.19.42.653 N043.02.06.640 W106.19.48.045 RVM
                          N043.02.07.628 W106.19.48.492 N043.02.05.658 W106.19.53.435 RVM
                          N043.02.09.928 W106.19.43.100 N043.02.07.628 W106.19.48.492 RVM
                          N043.02.08.617 W106.19.49.388 N043.02.06.646 W106.19.53.882 RVM
                          N043.02.10.917 W106.19.43.996 N043.02.08.617 W106.19.49.388 RVM
                          N043.02.09.606 W106.19.49.835 N043.02.07.964 W106.19.53.879 RVM
                          N043.02.11.578 W106.19.45.790 N043.02.09.606 W106.19.49.835 RVM
                          N043.02.10.595 W106.19.50.731 N043.02.09.610 W106.19.53.427 RVM
                          N043.02.11.909 W106.19.48.035 N043.02.10.595 W106.19.50.731 RVM
                          N043.02.56.641 W106.18.55.365 N043.02.54.992 W106.18.55.816 RVM
                          N043.02.54.992 W106.18.55.816 N043.02.53.596 W106.18.57.093 RVM
                          N043.02.53.596 W106.18.57.093 N043.02.52.664 W106.18.59.001 RVM
                          N043.02.52.664 W106.18.59.001 N043.02.52.338 W106.19.01.251 RVM
                          N043.02.52.338 W106.19.01.251 N043.02.52.669 W106.19.03.498 RVM
                          N043.02.52.669 W106.19.03.498 N043.02.53.606 W106.19.05.402 RVM
